torvik_team,player,yr,height_display,mins,ortg,usage_pct,recruit_rank,in_rotation
Hampton,Etienne Strothers,Sr,6-2,69,105,20,0.0,True
Hampton,Aaron Davis,Sr,6-7,67,114,19,0.0,True
Hampton,Tyler Jackson,So,6-2,56,110,22,0.0,True
Hampton,Aidan Haskins,So,6-8,33,112,14,0.0,True
Hampton,Will Preston,Fr,6-10,24,91,17,0.0,True
Hampton,Zion Ibekwe,Fr,6-5,14,91,17,0.0,True
Hampton,Chris Eldredge,Fr,6-4,8,91,17,0.0,True
Hampton,Nehemiah Lawrence,Fr,5-6,,,,0.0,False
Hampton,Eric Turner,Fr,6-3,,,,0.0,False
Hampton,Hamza Asadallah,Fr,6-1,,,,0.0,False
Hampton,Kellan Lewis,So,6-0,,,,0.0,False
Harvard,Robert Hinton,Jr,6-5,82,115,27,81.4,True
Harvard,Tey Barbour,Jr,6-4,81,118,20,0.0,True
Harvard,Thomas Batties II,Sr,6-7,77,115,21,0.0,True
Harvard,Ben Eisendrath,Jr,6-2,68,103,17,0.0,True
Harvard,Austin Hunt,Jr,6-4,58,112,19,0.0,True
Harvard,Frankie Mannino,So,6-5,45,116,16,0.0,True
Harvard,Jason Singleton,Fr,6-4,33,104,19,65.8,True
Harvard,Ryan Sullivan,So,6-9,29,122,13,0.0,True
Harvard,Kenan Parrish,So,7-0,18,105,18,0.0,True
Harvard,Luca Ace-Nasteski,Sr,6-10,10,105,18,0.0,True
Harvard,Alex Touomou,Fr,6-7,,,,0.2,False
Harvard,Preston Merrick,Fr,6-6,,,,0.0,False
Harvard,Julian Adigun,Fr,6-11,,,,0.0,False
Harvard,Avner Dror,Fr,6-9,,,,0.0,False
Harvard,Dutch Dowdell,So,6-6,,,,0.0,False
Harvard,Joseph Quartey,Fr,6-2,,,,0.0,False
Harvard,Payton Pitts,Jr,6-2,,,,0.0,False
Harvard,Xavier Nesbitt,Jr,5-11,,,,0.0,False
Hawaii,Chance Trujillo,Jr,6-4,80,118,19,0.0,True
Hawaii,Bol Dengdit,Sr,6-11,76,114,22,0.0,True
Hawaii,Tanner Cuff,Sr,6-7,69,119,17,0.0,True
Hawaii,Isaiah Kerr,Sr,6-3,66,110,19,0.0,True
Hawaii,Marcus Adams Jr.,Jr,6-8,64,111,22,79.0,True
Hawaii,Zack Davidson,Jr,6-9,53,115,23,0.0,True
Hawaii,Jaden Matingou,Jr,6-3,37,106,20,0.0,True
Hawaii,Manie Joses,Jr,6-7,30,120,16,0.0,True
Hawaii,Houran Dan,Jr,6-10,17,112,21,0.0,True
Hawaii,Kellen Hampton,Fr,6-7,8,101,19,52.2,True
Hawaii,Scotty Belnap,Fr,6-6,,,,0.0,False
High Point,Jason Rivera-Torres,Sr,6-7,80,117,21,66.8,True
High Point,Cam'Ron Fletcher,Sr,6-7,76,123,22,87.8,True
High Point,CJ Brown,Jr,6-2,68,114,21,70.6,True
High Point,Curtis Williams Jr.,Sr,6-6,65,118,19,84.4,True
High Point,Conrad Martinez,Sr,6-0,64,122,19,0.0,True
High Point,Isaac Garrett,Sr,6-8,53,122,20,0.0,True
High Point,Frankquon Sherman,Sr,6-7,37,122,19,0.0,True
High Point,Liam Campbell,Jr,6-4,30,123,18,0.0,True
High Point,Braden Hausen,Jr,6-7,17,123,15,46.0,True
High Point,Youssouf Traoré,Fr,6-10,9,112,19,91.95,True
High Point,Trey Pearson,Fr,6-2,,,,66.2,False
High Point,Jared Grey,Fr,6-8,,,,77.5,False
High Point,Kasen Krueger,Fr,6-1,,,,0.2,False
High Point,Alexandros Alexakis,Fr,6-6,,,,0.0,False
High Point,Birgir Irving,So,6-7,,,,0.0,False
High Point,Caden Miller,Fr,6-9,,,,0.0,False
Hofstra,Justin Moore,Sr,6-3,83,106,24,88.6,True
Hofstra,Joshua DeCady,Jr,6-8,79,107,18,0.0,True
Hofstra,Deywilk Tavarez,Sr,6-2,72,108,23,0.0,True
Hofstra,Riley Dunn,Jr,7-0,70,98,19,0.0,True
Hofstra,Spence Wewe,Jr,7-0,68,115,16,0.0,True
Hofstra,Imanuel Zorgvol,Sr,7-0,56,113,20,0.0,True
Hofstra,Trey Boyd III,Jr,6-4,30,98,19,0.0,True
Hofstra,Carlos Lopez,Jr,6-1,25,98,19,77.6,True
Hofstra,Xavier Blake,Fr,6-4,13,94,20,61.6,True
Hofstra,Tanner Thomas,Jr,,,,,0.0,False
Holy Cross,Joe Nugent,Sr,6-6,81,118,20,0.0,True
Holy Cross,Aidan Richard,Jr,6-6,77,105,17,0.0,True
Holy Cross,Kole Hanson,So,6-2,70,105,22,0.0,True
Holy Cross,John St. Germain III,Sr,6-1,67,109,18,0.0,True
Holy Cross,Arius Alijosius,So,6-4,65,107,22,0.0,True
Holy Cross,Declan Ryan,Sr,6-8,51,100,24,0.0,True
Holy Cross,Chuck Hare,Jr,6-10,33,104,19,0.0,True
Holy Cross,Jaelon Germany,Fr,6-2,28,102,18,35.6,True
Holy Cross,Elijah Flowers,Fr,6-7,17,95,17,0.2,True
Holy Cross,Kosi Mgbejiofor,Fr,6-11,10,95,17,0.0,True
Holy Cross,Tristen Wilson,Fr,6-2,,,,0.0,False
Holy Cross,Austin Mejia,So,6-3,,,,0.0,False
Holy Cross,Ethan Clark,Fr,6-7,,,,0.0,False
Holy Cross,Jude Haigh,Fr,6-5,,,,0.0,False
Houston,Joseph Tugler,Sr,6-8,80,120,21,86.4,True
Houston,Dedan Thomas Jr.,Sr,6-1,76,113,22,92.0,True
Houston,Chase McCarty,So,6-5,69,126,17,85.4,True
Houston,Arafan Diane,Fr,7-1,66,106,20,94.8,True
Houston,Delrecco Gillespie,Sr,6-8,64,114,19,0.0,True
Houston,Mercy Miller,Jr,6-4,54,122,21,82.2,True
Houston,Corey Hadnot II,Sr,6-3,37,113,19,0.0,True
Houston,Ikenna Alozie,Fr,6-2,30,104,20,91.0,True
Houston,Braden East,Jr,6-9,16,114,19,0.0,True
Houston,Kordel Jefferson,Jr,6-3,8,102,18,70.6,True
Houston,Tyus Thomas,Fr,5-10,,,,49.6,False
Houston,Bryce Jackson,Fr,6-5,,,,64.6,False
Houston Christian,D'Aundre Samuels,Sr,6-2,80,104,24,0.0,True
Houston Christian,Chris Mubiru,Sr,6-5,76,115,18,0.0,True
Houston Christian,Esyah Pippa-White,Sr,6-2,68,107,19,0.0,True
Houston Christian,Bubz Alvarez,Jr,6-5,65,110,20,0.0,True
Houston Christian,Max Alexander,Jr,5-11,61,98,22,0.0,True
Houston Christian,Kam Clark,Sr,6-7,51,108,18,0.0,True
Houston Christian,Mambourou Mara,Sr,6-6,37,102,19,0.0,True
Houston Christian,Kayden Nation,Sr,6-7,31,104,18,0.0,True
Houston Christian,Aiden Miller,Jr,6-8,18,112,19,0.0,True
Houston Christian,Aleix Sempere,Jr,6-8,11,95,17,0.0,True
Houston Christian,Caleb Gaston,Jr,6-7,,,,0.0,False
Howard,Cam Gillus,Sr,5-11,86,110,21,0.0,True
Howard,James Brown,Jr,6-10,81,103,25,83.2,True
Howard,Gasper Kocevar,So,6-10,73,110,21,0.0,True
Howard,Alex Cotton,Sr,6-5,68,112,17,0.0,True
Howard,Isaiah Brown,So,6-1,64,98,21,0.0,True
Howard,Calvin Robins Jr.,Jr,6-5,49,104,15,0.0,True
Howard,Jeremiah Johnson,So,6-3,29,93,18,0.0,True
Howard,BJ Powell,So,6-0,23,85,18,0.0,True
Howard,Julian Johnson,So,6-9,15,85,18,0.0,True
Howard,Shane Frazier,So,6-5,11,85,18,0.0,True
Howard,River Smith,Fr,5-10,,,,0.0,False
IU Indy,Gus Etchison,Sr,5-11,80,114,26,0.0,True
IU Indy,Pat Curtin,So,6-3,76,112,21,0.0,True
IU Indy,Jason Clarke Jr.,Jr,6-0,68,113,18,0.0,True
IU Indy,Kameron Tinsley,Jr,6-6,64,113,18,0.0,True
IU Indy,Antoine Arnett,So,6-6,62,102,19,0.0,True
IU Indy,Precious Idiaru,Jr,6-10,52,110,18,0.0,True
IU Indy,Zundra Jackson,Fr,6-2,37,98,20,0.0,True
IU Indy,Markus Pastorcic-Straun,Jr,6-3,31,110,20,0.0,True
IU Indy,Braeden Moore,Jr,6-8,18,117,16,42.6,True
IU Indy,Reece Hagy,So,6-8,10,113,13,0.0,True
IU Indy,Trey Drexler,Fr,5-10,,,,0.0,False
IU Indy,Kaloyan Kolev,Fr,6-7,,,,0.0,False
IU Indy,Tarik Fadel Mula,Fr,6-5,,,,0.0,False
IU Indy,"Manasseh Stackhouse, Jr.",Jr,,,,,0.0,False
IU Indy,Garrett Sever,Fr,6-3,,,,0.0,False
Idaho,Kristian Gonzalez,Jr,6-3,80,113,25,0.0,True
Idaho,Hudson Ward,Jr,6-7,76,119,17,74.0,True
Idaho,Diego Trejo-Delgado,Jr,6-7,68,101,23,0.0,True
Idaho,Ryan Lafferty,Jr,6-5,64,104,18,0.0,True
Idaho,Seth Joba,Sr,6-9,62,112,17,0.0,True
Idaho,Kase Wynott,Jr,6-6,52,103,21,0.0,True
Idaho,Mo Diao,Jr,6-9,37,93,19,0.0,True
Idaho,Austin Ouko,So,6-7,31,93,19,0.0,True
Idaho,Brady Kennison,Jr,6-1,18,93,19,0.0,True
Idaho,Miles Klapper,Sr,6-3,10,107,17,0.0,True
Idaho,William Jenson,Fr,6-9,,,,0.2,False
Idaho,T.J. Wal,Fr,6-6,,,,0.0,False
Idaho,Jalen Williams,Fr,6-2,,,,52.0,False
Idaho,Nolan Newman-Gomez,Fr,6-8,,,,0.0,False
Idaho,Ryan Carney,Fr,6-4,,,,0.0,False
Idaho,Dylynn Groves,Fr,6-1,,,,0.0,False
Idaho St.,Lachlan Brewer,Jr,6-6,81,111,17,0.0,True
Idaho St.,Macarhy Morris,Jr,6-0,76,101,22,0.0,True
Idaho St.,Jeremiah Dorsey,Jr,5-11,68,105,22,0.0,True
Idaho St.,Malachi Johnson,Fr,6-10,64,107,21,0.0,True
Idaho St.,Kenyon DeMuynck,So,6-9,62,93,18,0.0,True
Idaho St.,Eyal Harel,So,6-7,53,99,22,0.0,True
Idaho St.,Ike Palmer,Jr,6-7,37,93,18,0.0,True
Idaho St.,MaCarhy Morris,Jr,6.0-0,31,93,18,0.0,True
Idaho St.,Malik Johnson,Fr,6-9,17,100,20,0.0,True
Idaho St.,Ty Virgil,Fr,6-6,10,93,19,44.2,True
Idaho St.,Nathan Amoran,Fr,6-3,,,,0.2,False
Idaho St.,McKae Amundsen,Fr,5-10,,,,0.0,False
Idaho St.,Jovan Dulay,Fr,6-6,,,,0.0,False
Idaho St.,Bryce Lowenbach,Fr,6-9,,,,0.0,False
Idaho St.,Eli Garner,Fr,6-6,,,,0.0,False
Idaho St.,Landen Birley,Fr,6-4,,,,0.0,False
Idaho St.,Quin Patterson,Jr,6-7,,,,0.0,False
Illinois,David Mirkovic,So,6-9,81,126,23,88.6,True
Illinois,Quentin Coleman,Fr,6-4,76,112,20,96.8,True
Illinois,Andrej Stojakovic,Sr,6-7,69,119,23,95.2,True
Illinois,Tomislav Ivisic,Sr,7-1,66,124,21,90.0,True
Illinois,Stefan Vaaks,So,6-7,64,113,19,37.8,True
Illinois,Zvonimir Ivisic,Sr,7-2,53,122,19,90.0,True
Illinois,Jake Davis,Sr,6-6,37,129,14,0.0,True
Illinois,Lucas Morillo,Fr,6-7,30,109,18,90.8,True
Illinois,Zavier Zens,Fr,6-7,16,107,17,79.4,True
Illinois,Jason Jakstys,So,6-10,8,107,17,62.2,True
Illinois,Ethan Brown,Fr,6-4,,,,59.8,False
Illinois,Landon Davis,Fr,6-8,,,,48.8,False
Illinois,Blake Fagbemi,Fr,6-0,,,,0.0,False
Illinois Chicago,Andy Johnson,So,6-6,80,109,20,0.0,True
Illinois Chicago,Ahmad Henderson II,Sr,5-10,76,107,28,0.0,True
Illinois Chicago,Mekhi Lowery,Sr,6-7,69,109,19,0.0,True
Illinois Chicago,Rashund Washington Jr,So,6-5,66,116,19,0.0,True
Illinois Chicago,Jayce Nathaniel,So,6-8,64,113,19,56.6,True
Illinois Chicago,Asa Thomas,Jr,6-7,53,117,18,56.6,True
Illinois Chicago,Gabe Cupps,Jr,6-2,37,110,19,81.4,True
Illinois Chicago,Lucas Scroggins,Jr,6-9,30,125,15,0.0,True
Illinois Chicago,Dikembe Shaw,Fr,6-7,16,99,17,48.2,True
Illinois Chicago,Elijah Garrett,Fr,6-0,8,99,17,36.0,True
Illinois Chicago,Nano Barrantes,Fr,6-10,,,,0.2,False
Illinois Chicago,AJ Morgan,Fr,6-5,,,,0.2,False
Illinois Chicago,Derrick Hudson,Fr,6-8,,,,0.0,False
Illinois Chicago,Rocco Pagliocca,Fr,6-1,,,,0.0,False
Illinois Chicago,Mohamed Massamba Ndao,Fr,6-4,,,,0.0,False
Illinois St.,Johnny Kinziger,Sr,5-11,81,109,22,0.0,True
Illinois St.,Chase Walker,Sr,6-9,76,116,30,0.0,True
Illinois St.,Demarion Burch,Sr,6-4,69,111,20,0.0,True
Illinois St.,Zaxton King,Jr,6-3,65,118,16,0.0,True
Illinois St.,Mason Klabo,So,6-2,63,117,17,0.0,True
Illinois St.,Louie Semona,Jr,6-8,53,119,18,0.0,True
Illinois St.,Deng Garang,Jr,6-6,37,117,15,0.2,True
Illinois St.,Isaac Ericksen,Fr,6-8,30,103,17,43.8,True
Illinois St.,Nick Allen,Fr,6-11,17,104,17,43.0,True
Illinois St.,Matthew Szafoni,Fr,6-8,9,97,16,0.0,True
Illinois St.,Jordan Williams,Fr,6-5,,,,54.2,False
Illinois St.,Ty Blake,Jr,6-4,,,,0.0,False
Incarnate Word,Mekhi Conner,Jr,6-1,90,107,22,0.0,True
Incarnate Word,Darrae Goodwin,So,6-6,86,105,22,0.0,True
Incarnate Word,Brandon McCreesh,Sr,6-4,77,113,18,0.0,True
Incarnate Word,Kaleb Spencer,So,6-8,72,99,21,0.0,True
Incarnate Word,Tyler Simon,Sr,6-5,67,89,18,0.0,True
Incarnate Word,Drew Barbee,So,6-3,47,89,18,0.0,True
Incarnate Word,Máximo García,Jr,,,,,0.0,False
Indiana,Aiden Sherrell,Jr,6-10,80,118,20,95.4,True
Indiana,Markus Burton,Sr,6-0,76,111,24,69.8,True
Indiana,Samet Yigitoglu,Jr,7-2,69,112,20,87.6,True
Indiana,Bryce Lindsay,Jr,6-3,66,111,20,64.6,True
Indiana,Trent Sisley,So,6-8,64,110,20,83.4,True
Indiana,Darren Harris,Jr,6-6,53,116,18,91.6,True
Indiana,Jaeden Mustaf,Jr,6-5,37,112,19,88.4,True
Indiana,Vaughn Karvala,Fr,6-6,30,102,19,88.0,True
Indiana,Trevor Manhertz,Fr,6-8,17,101,18,85.4,True
Indiana,Prince-Alexander Moody,Fr,6-4,9,102,18,78.0,True
Indiana,Clemens Sokolov,Fr,7-0,,,,0.2,False
Indiana,Andrej Acimovic,Fr,6-10,,,,0.2,False
Indiana,Justin Monden,Jr,6-0,,,,0.0,False
Indiana,Drew Snively,Fr,6-5,,,,0.0,False
Indiana,Ian Stephens,Jr,6-5,,,,0.0,False
Indiana St.,Karmani Gregory,Sr,6-1,80,107,23,0.0,True
Indiana St.,Maguire Mitchell,So,6-5,76,111,19,0.0,True
Indiana St.,Chance Puryear,So,6-7,68,99,22,52.0,True
Indiana St.,Meechie White,Sr,6-1,65,113,19,0.0,True
Indiana St.,Greyson Pritzl,Jr,6-3,63,109,19,0.0,True
Indiana St.,Joah Chappelle,Jr,6-8,53,111,18,0.0,True
Indiana St.,Duce Paschal,So,6-5,37,105,20,0.0,True
Indiana St.,Aleksa Vlajic,So,6-10,31,103,19,0.0,True
Indiana St.,Alessio Calamita,Fr,6-10,17,96,19,54.8,True
Indiana St.,EJ Hazelett,Fr,6-6,9,97,18,44.6,True
Indiana St.,Kade Speckman,Fr,6-8,,,,29.6,False
Indiana St.,Martin Kaupanger,Fr,6-5,,,,0.2,False
Indiana St.,Ian Thomas,Fr,6-3,,,,0.0,False
Indiana St.,Kingston Land,Fr,6-7,,,,0.0,False
Iona,Kevon Vanderhorst,Sr,6-2,81,113,20,0.0,True
Iona,Martin Kheil,Jr,6-4,77,116,18,0.0,True
Iona,Sadiku Ibine Ayo,Sr,6-7,70,107,21,0.0,True
Iona,Kosy Akametu,Sr,6-5,67,106,24,0.0,True
Iona,Aiden Disu,So,6-7,65,112,20,38.6,True
Iona,Keyshawn Mitchell,Sr,6-11,55,109,23,0.0,True
Iona,Alliou Fall,So,6-10,35,104,15,0.0,True
Iona,Ore Odutayo,Fr,6-8,26,98,16,0.2,True
Iona,Oliver Sassella,Fr,6-5,16,98,16,0.2,True
Iona,Max Moshinski,Fr,6-5,9,98,16,0.0,True
Iona,Micah Tannenbaum,Fr,6-2,,,,0.0,False
Iona,Nathan Kirk,Fr,5-10,,,,0.0,False
Iona,Oscar Hourruitiner,Fr,6-0,,,,0.0,False
Iowa,Cooper Koch,Jr,6-8,81,123,16,84.4,True
Iowa,Kael Combs,Sr,6-4,77,110,18,0.0,True
Iowa,Tate Sage,So,6-7,68,117,21,0.0,True
Iowa,Cam Manyawu,Sr,6-9,64,115,23,0.0,True
Iowa,Andrew McKeever,Sr,7-1,62,107,23,0.0,True
Iowa,Isaia Howard,Jr,6-5,52,107,21,0.0,True
Iowa,Ty'Reek Coleman,So,6-2,37,108,21,0.0,True
Iowa,Jaidyn Coon,Fr,6-6,31,104,20,79.6,True
Iowa,Ethan Harris,Fr,6-9,18,105,20,77.4,True
Iowa,Trey Thompson,Fr,6-8,10,105,20,75.2,True
Iowa,Peyton McCollum,Fr,6-2,,,,0.2,False
Iowa,Jacob Koch,So,6-2,,,,0.0,False
Iowa,Joey Matteoni,Fr,6-9,,,,0.0,False
Iowa,Trevin Jirak,Fr,6-11,,,,0.0,False
Iowa St.,Blake Buchanan,Sr,6-10,80,120,21,0.0,True
Iowa St.,Killyan Toure,So,6-3,76,107,21,65.8,True
Iowa St.,Jamarion Batemon,So,6-3,69,112,21,90.2,True
Iowa St.,Leon Bond III,Sr,6-5,66,113,19,87.6,True
Iowa St.,Tre Singleton,So,6-8,64,111,19,60.2,True
Iowa St.,Jaquan Johnson,Jr,5-9,53,113,22,0.0,True
Iowa St.,Ryan Prather Jr.,Sr,6-5,37,119,17,0.0,True
Iowa St.,Taj Manning,Sr,6-7,30,116,16,62.2,True
Iowa St.,Xzavion Mitchell,So,6-6,17,100,20,83.8,True
Iowa St.,Dorian Rinaldo-Komlan,Fr,6-10,9,100,19,81.0,True
Iowa St.,Christian Wiggins,Fr,6-4,,,,75.0,False
Iowa St.,Yusef Gray Jr.,Fr,6-3,,,,60.2,False
Iowa St.,Anthony Rise,Fr,6-0,,,,0.0,False
Iowa St.,Dominykas Pleta,Fr,6-11,,,,38.0,False
Jackson St.,Dorian McMillian,Jr,6-3,81,100,23,0.0,True
Jackson St.,Makhi Myles,Jr,6-6,76,106,22,0.0,True
Jackson St.,Mike Williams,So,6-2,68,86,23,0.0,True
Jackson St.,Tamarion Hoover,Jr,6-5,64,114,15,0.0,True
Jackson St.,Chip Brunt,Sr,6-5,62,103,20,0.0,True
Jackson St.,Nikk Williams,Jr,6-8,52,100,20,0.0,True
Jackson St.,Delyle Williams,Sr,6-2,37,93,17,0.0,True
Jackson St.,T.K. Lawson,Jr,6-6,31,95,17,0.0,True
Jackson St.,Cowandric Samuel,Jr,6-4,18,95,17,0.0,True
Jackson St.,D.J. Davis,Jr,6-2,10,95,17,0.0,True
Jackson St.,Blake Nettles,Fr,6-3,,,,0.0,False
Jackson St.,Jayden Williams,Fr,6-6,,,,0.0,False
Jackson St.,Cael Jones,Fr,6-1,,,,0.0,False
Jackson St.,Ebo Wilson,So,6-10,,,,0.0,False
Jackson St.,Kedrick Simmons,Fr,6-6,,,,0.0,False
Jackson St.,Kobe Butler,Fr,6-7,,,,0.0,False
Jacksonville,Hayden Wood,So,6-4,80,118,19,0.0,True
Jacksonville,Jamie Phillips Jr.,Jr,6-5,76,114,21,0.0,True
Jacksonville,Caleb Williams,Jr,6-0,70,113,21,0.0,True
Jacksonville,Evan Sterck,So,6-1,67,108,17,48.6,True
Jacksonville,Jaden Newell,Sr,6-8,65,100,22,0.0,True
Jacksonville,Nehemiah Turner,So,6-10,53,111,22,0.0,True
Jacksonville,James Morrow,Sr,6-8,36,120,17,0.0,True
Jacksonville,Rex Stirling,Sr,6-8,30,116,19,0.0,True
Jacksonville,Samuel Mbingazo,Fr,6-8,14,91,15,0.0,True
Jacksonville,Maddox Palmer,Fr,6-6,7,91,15,0.0,True
Jacksonville,Evan Roberts,Fr,6-0,,,,0.0,False
Jacksonville,"Lyndell Buckingham, Jr.",Fr,6-2,,,,0.0,False
Jacksonville,Roman Loux,Fr,6-0,,,,0.0,False
Jacksonville St.,Naas Cunningham,So,6-7,80,110,23,90.2,True
Jacksonville St.,Leon Horner,Jr,6-4,77,111,22,0.0,True
Jacksonville St.,Kash Polk,So,6-10,69,105,22,50.2,True
Jacksonville St.,Chris Lockett,Jr,6-4,65,115,19,62.6,True
Jacksonville St.,Jordan Stiemke,Sr,6-5,64,116,18,0.0,True
Jacksonville St.,Ethan Croley,So,6-8,52,102,20,0.0,True
Jacksonville St.,Daniel Tobiloba,Sr,7-0,36,106,17,0.0,True
Jacksonville St.,Ma'Shy Hill,Sr,6-10,30,109,17,53.2,True
Jacksonville St.,Jordan Vick,Fr,5-10,17,99,17,40.8,True
Jacksonville St.,Williams Itumo,Fr,6-10,9,93,16,0.0,True
Jacksonville St.,Marvin Christie,Fr,6-3,,,,0.0,False
Jacksonville St.,Grant Gondrezick II,Jr,,,,,0.0,False
James Madison,Adrian Myers,Jr,6-6,80,115,21,46.8,True
James Madison,Brandon Lee,So,6-4,76,107,23,80.0,True
James Madison,Cavan Reilly,Sr,6-4,68,117,19,0.0,True
James Madison,Garrett Sundra,Jr,6-11,64,114,18,62.6,True
James Madison,Gage Lattimore,Jr,6-2,61,117,18,0.0,True
James Madison,K.J. Windham,Jr,6-3,52,110,22,60.6,True
James Madison,Daniel Johnson,Jr,6-5,38,113,20,0.0,True
James Madison,Preston Fowler,So,6-8,32,116,16,76.0,True
James Madison,Jacob Hogarth,Jr,6-9,18,113,20,0.0,True
James Madison,Marley Curtis,So,6-8,11,110,19,0.0,True
James Madison,Ashton Meeks,Fr,5-10,,,,59.4,False
James Madison,A.J. Evans,Fr,6-9,,,,0.0,False
James Madison,Paul Jones III,So,6-4,,,,0.0,False
Kansas,Tyran Stokes,Fr,6-7,85,119,25,100.0,True
Kansas,Keanu Dawes,Sr,6-9,79,113,19,73.8,True
Kansas,Taylen Kinney,Fr,6-1,72,108,20,96.0,True
Kansas,Leroy Blyden Jr.,So,6-1,70,113,18,0.0,True
Kansas,Davion Adkins,Fr,6-9,68,104,19,87.6,True
Kansas,"Dennis Parker, Jr.",Sr,6-6,56,110,20,74.8,True
Kansas,Christian Reeves,Sr,7-1,30,116,17,72.2,True
Kansas,Kohl Rosario,So,6-5,24,109,17,64.8,True
Kansas,Trent Perry,Fr,6-5,12,103,18,93.0,True
Kansas,Luke Barnett,Fr,6-4,6,103,18,75.6,True
Kansas,Grant Mordini,Fr,6-11,,,,0.0,False
Kansas,Atticus Richmond,Fr,6-8,,,,0.0,False
Kansas,Paul Mbiya,Fr,7-0,,,,0.0,False
Kansas,Will Thengvall,So,6-3,,,,0.0,False
Kansas St.,Jaden Schutt,Sr,6-5,80,111,20,86.6,True
Kansas St.,Brandon Rechsteiner,Sr,6-1,76,107,22,71.0,True
Kansas St.,JT Rock,Jr,7-1,69,112,22,83.2,True
Kansas St.,Dezdrick Lindsay,Sr,6-6,66,107,19,0.0,True
Kansas St.,Isaiah Abraham,Jr,6-7,64,110,18,85.0,True
Kansas St.,Montana Wheeler,So,5-10,54,109,20,0.0,True
Kansas St.,Andrej Kostic,So,6-6,37,103,21,79.2,True
Kansas St.,Timotej Malovec,So,6-8,30,108,19,88.6,True
Kansas St.,Brock Vice,So,6-10,16,114,18,0.0,True
Kansas St.,Pape N'Diaye,Jr,7-0,8,114,17,72.4,True
Kansas St.,Jaylen Alexander,Fr,6-2,,,,62.4,False
Kansas St.,Devin Hutcherson,Fr,6-4,,,,53.2,False
Kansas St.,Matthew Gilhool,Jr,,,,,0.0,False
Kennesaw St.,Trey Simpson,So,6-8,80,108,17,0.0,True
Kennesaw St.,Jacoby Hill,So,6-4,76,113,20,0.0,True
Kennesaw St.,Davin Cosby Jr.,Jr,6-5,69,105,23,74.0,True
Kennesaw St.,Avery Thomas II,Jr,6-7,65,111,20,0.0,True
Kennesaw St.,Kaden Rickard,So,6-6,63,100,20,0.0,True
Kennesaw St.,Amir Taylor,So,6-9,53,116,21,55.4,True
Kennesaw St.,CJ Beaumont,Sr,6-8,37,112,19,0.0,True
Kennesaw St.,Anthony Enoh,Sr,6-7,31,112,17,0.0,True
Kennesaw St.,Kris Parker,Jr,6-9,17,103,23,80.4,True
Kennesaw St.,Keriawn Berry,Fr,6-5,9,95,19,65.6,True
Kennesaw St.,Brendan Tousignaut,Fr,6-5,,,,0.2,False
Kennesaw St.,Levi Ball,Fr,6-6,,,,0.0,False
Kennesaw St.,Zyree Brown,Fr,5-10,,,,0.0,False
Kennesaw St.,Kyler Theophile,Fr,6-5,,,,0.0,False
Kennesaw St.,Tobiaz Tolbert,Fr,6-8,,,,0.0,False
Kennesaw St.,Antwane Daniels,Fr,6-5,,,,0.0,False
Kennesaw St.,Dozie Onyirimba,So,6-3,,,,0.0,False
Kent St.,Chansey Willis Jr.,Sr,6-2,81,104,26,0.0,True
Kent St.,Cameron Williams,Sr,6-8,76,114,21,0.0,True
Kent St.,Jamal Sumlin,Jr,6-3,69,114,18,0.0,True
Kent St.,Quinn Woidke,So,6-0,66,120,20,0.0,True
Kent St.,Godslove Nwabude,Jr,6-9,64,121,17,0.0,True
Kent St.,Dhani Miller,Fr,6-2,53,106,19,82.4,True
Kent St.,Dorian Jones,Fr,6-4,37,105,19,81.6,True
Kent St.,Latif Diouf,Jr,6-9,30,113,17,0.0,True
Kent St.,Dezmon Briscoe,So,6-8,17,106,16,57.4,True
Kent St.,Jaymen Townsend,Fr,6-5,9,92,17,0.2,True
Kent St.,Jakhi Calloway,Fr,6-0,,,,0.0,False
Kent St.,Brenden Moss,Jr,6-5,,,,0.0,False
Kent St.,Dylan Lakatos,Fr,5-11,,,,0.0,False
Kent St.,Landon Vanderwarker,Fr,6-8,,,,0.0,False
Kentucky,Milan Momcilovic,Sr,6-8,77,117,21,92.2,True
Kentucky,Malachi Moreno,So,7-0,75,121,21,94.6,True
Kentucky,Zoom Diallo,Jr,6-4,69,111,24,92.4,True
Kentucky,Kam Williams,Jr,6-8,66,118,16,66.6,True
Kentucky,Ousmane N’Diaye,Fr,6-11,64,104,20,93.95,True
Kentucky,Franck Kepnang,Sr,6-11,53,112,18,90.6,True
Kentucky,Alex Wilkins,So,6-5,37,107,24,0.0,True
Kentucky,Jerone Morton,Sr,6-4,30,115,17,0.0,True
Kentucky,Justin McBride,Sr,6-7,17,115,19,0.0,True
Kentucky,Reece Potter,Jr,7-1,9,111,19,0.0,True
Kentucky,Mason Williams,Fr,6-2,,,,72.2,False
Kentucky,Braydon Hawthorne,Fr,6-8,,,,87.4,False
Kentucky,Trent Noah,So,6-5,,,,78.8,False
LIU,Daquan Davis,So,6-1,81,108,24,79.2,True
LIU,Jahki Howard,Jr,6-7,77,108,22,86.4,True
LIU,Josh Pickett,Jr,6-5,69,116,17,0.0,True
LIU,Deshawn Jean-Charles,Jr,6-7,66,116,17,0.0,True
LIU,Kamari Jones,Jr,6-4,65,114,20,0.0,True
LIU,Justin Johnson,Jr,6-8,55,111,22,23.6,True
LIU,Tyrell Bowles,So,6-8,36,98,16,0.0,True
