torvik_team,player,yr,height_display,mins,ortg,usage_pct,recruit_rank,in_rotation
Southern Utah,Dylan Sanders,Jr,6-4,79,104,21,0.0,True
Southern Utah,Anthony Breland,Jr,6-2,72,93,19,0.0,True
Southern Utah,Chase DeGraffenried,Jr,6-4,70,93,18,0.0,True
Southern Utah,Jordan Brown,Sr,6-1,69,93,18,0.0,True
Southern Utah,Cale Barclay,So,6-8,51,99,21,0.0,True
Southern Utah,D.J. Smith,Fr,6-11,29,84,18,0.0,True
Southern Utah,Rashaad Davis,Fr,5-10,23,84,18,0.0,True
Southern Utah,Zeplin Kidd,So,6-7,14,84,18,0.0,True
Southern Utah,Brayden Johnson,Jr,6-1,10,84,18,0.0,True
St. Bonaventure,Zach Philipkoski,Jr,6-4,89,111,22,0.0,True
St. Bonaventure,Benjamin Bill,Jr,6-8,84,112,22,0.0,True
St. Bonaventure,Joseph Grahovac,Jr,6-10,82,112,16,0.0,True
St. Bonaventure,Mason Blackwood,So,6-7,80,108,20,75.4,True
St. Bonaventure,Ryan Kalambay,Jr,6-9,77,114,18,0.0,True
St. Bonaventure,Ari Fulton,Jr,6-7,61,112,19,0.0,True
St. Bonaventure,Taj Au-Duke,Jr,6-3,12,97,23,0.0,True
St. Bonaventure,Ryan Heath,Jr,5-11,9,105,20,0.0,True
St. Bonaventure,Akbar Waheed III,Fr,6-6,4,96,21,72.0,True
St. Bonaventure,Achille Lonati,So,6-5,1,99,21,0.0,True
St. Bonaventure,John Ikpotokin,Fr,6-7,,,,0.2,False
St. Bonaventure,Ilia Ermakov,Fr,6-5,,,,0.0,False
St. Bonaventure,Jack DeRose,Jr,6-0,,,,0.0,False
St. John's,Babacar Sane,Fr,6-7,81,111,22,99.45,True
St. John's,Ian Jackson,Jr,6-4,77,112,23,98.4,True
St. John's,Tounde Yessoufou,So,6-5,69,112,21,97.4,True
St. John's,Quinn Ellis,Fr,6-5,64,108,21,98.2,True
St. John's,Avery Brown,Sr,6-4,61,110,17,0.0,True
St. John's,Rubén Prey,Jr,6-10,51,121,18,0.0,True
St. John's,Theo Edema,Fr,6-11,37,101,18,84.8,True
St. John's,Kyle Cuffe Jr.,Sr,6-2,31,112,15,75.6,True
St. John's,Lefteris Liotopoulos,Jr,6-5,18,107,18,0.0,True
St. John's,Lazar Stojković,Fr,7-0,11,94,16,25.5,True
St. John's,Imran Suljanovic,Fr,6-7,,,,0.2,False
St. John's,Đorđije Jovanović,Fr,6-7,,,,0.0,False
St. John's,Donnie Freeman,So,6-9,,,,96.8,False
St. John's,Casper Pohto,Fr,6-3,,,,0.0,False
St. John's,Fotis Konstantinidis,Fr,6-2,,,,0.0,False
St. Thomas,Carter Bjerke,Sr,6-9,81,118,20,0.0,True
St. Thomas,Austin Herro,Jr,6-3,77,122,18,0.0,True
St. Thomas,Caden Wilkins,So,6-6,69,114,20,0.0,True
St. Thomas,Jeremy Lorenz,Jr,6-8,64,116,21,0.0,True
St. Thomas,Brogan Madson,Fr,6-1,60,102,23,0.0,True
St. Thomas,Julius Wade,So,6-6,51,94,20,0.0,True
St. Thomas,Jonovan Wilkinson,Jr,6-2,38,94,20,0.0,True
St. Thomas,Hayden Tibbits,Jr,5-11,31,111,18,0.0,True
St. Thomas,Luka Momcilovic,Fr,6-8,17,109,18,0.2,True
St. Thomas,Jojo Mitchell,Fr,6-1,10,109,18,0.0,True
St. Thomas,Adam Tauer,So,6-3,,,,0.0,False
St. Thomas,Kyle Counts,Fr,6-7,,,,0.0,False
St. Thomas,Tim Franks,Fr,6-5,,,,0.0,False
St. Thomas,Tommy Humphries,So,6-5,,,,0.0,False
Stanford,Christian Bliss,Sr,6-4,80,111,23,67.8,True
Stanford,Aidan Cammann,Jr,6-10,77,109,19,0.0,True
Stanford,Austin Maurer,Jr,7-0,69,109,21,52.8,True
Stanford,Donavin Young,Jr,6-8,64,109,14,0.0,True
Stanford,Aziz Olajuwon,Fr,6-7,61,98,21,86.4,True
Stanford,Drew Anderson,Fr,6-9,51,96,21,78.6,True
Stanford,Isaiah Rogers,Fr,6-2,37,96,21,77.2,True
Stanford,Elias Obenyah,Fr,6-4,31,97,20,71.8,True
Stanford,Julius Price,Fr,6-2,19,97,20,67.4,True
Stanford,Evan Stinson,Jr,6-7,11,97,20,65.2,True
Stanford,Myles Jones,Fr,6-3,,,,0.2,False
Stanford,Ethan Kitch,So,6-2,,,,0.0,False
Stanford,Kristers Skrinda,Fr,6-10,,,,0.0,False
Stanford,Tallis Toure,So,6-11,,,,0.0,False
Stephen F. Austin,Narit Chotikavanic,Jr,6-2,81,119,19,0.0,True
Stephen F. Austin,MJ Russell,Sr,6-3,77,112,20,0.0,True
Stephen F. Austin,Ashton Simmons,So,6-3,69,102,22,56.8,True
Stephen F. Austin,Gediminas Alisas,Jr,6-6,65,119,20,0.0,True
Stephen F. Austin,Devon Kobi Pearson,So,6-8,62,109,21,0.0,True
Stephen F. Austin,Edwin Daniel,Sr,6-9,51,110,19,0.0,True
Stephen F. Austin,Amari Reed,So,6-8,35,111,18,53.4,True
Stephen F. Austin,Marcus Scurry,So,5-11,30,101,22,0.0,True
Stephen F. Austin,Easton Hupp,So,6-4,19,106,17,0.0,True
Stephen F. Austin,Manu Manciel,Fr,6-3,11,95,19,54.4,True
Stephen F. Austin,Erik Makke,Fr,6-2,,,,25.5,False
Stephen F. Austin,Yohan Gutierrez,Fr,6-8,,,,0.2,False
Stephen F. Austin,Kensington Candler,Fr,6-1,,,,0.0,False
Stephen F. Austin,Braylen Langley,Fr,6-7,,,,0.0,False
Stephen F. Austin,Bryceson Melvin,Fr,6-5,,,,0.0,False
Stephen F. Austin,Christian Green,Jr,6-6,,,,0.0,False
Stetson,Collin Kuhl,Sr,6-8,80,119,24,0.0,True
Stetson,Alec Oglesby,Sr,6-5,76,112,20,0.0,True
Stetson,Thiago Sucatzky,So,5-10,68,105,21,0.0,True
Stetson,Daniel Macgregor,Jr,6-0,64,102,22,0.0,True
Stetson,Finley Sheridan,Sr,6-10,62,113,18,0.0,True
Stetson,Alex Doyle,Sr,6-9,53,109,17,0.0,True
Stetson,Magnus Entenmann,Sr,6-8,37,113,18,0.0,True
Stetson,Sean Morgan,So,6-2,31,96,20,0.0,True
Stetson,Roman Miller,So,6-5,18,94,17,0.0,True
Stetson,Mason Fuentes,Fr,6-2,10,99,18,67.6,True
Stetson,Banks Pourchier,Fr,6-8,,,,0.0,False
Stetson,Jean-Ernest Boyomo Keedi,Fr,6-8,,,,0.0,False
Stetson,Ben Gladieux,So,6-7,,,,0.0,False
Stetson,Isaac Jones,Jr,6-1,,,,0.0,False
Stonehill,Will Batchelder,Jr,6-1,81,109,19,0.0,True
Stonehill,Anquan Boldin Jr.,Sr,6-4,76,111,20,0.0,True
Stonehill,Devon Arlington,Sr,6-3,68,104,22,0.0,True
Stonehill,Jack Medalie,Jr,6-6,64,108,20,0.0,True
Stonehill,Amare Allen,Jr,6-7,60,108,20,0.0,True
Stonehill,Ewan Steele,Jr,6-9,51,103,21,0.0,True
Stonehill,Felipe Patino,Jr,6-4,37,101,20,0.0,True
Stonehill,Eli Greenberg,So,6-4,32,110,18,0.0,True
Stonehill,Danny Cheng,Jr,6-11,19,97,17,0.0,True
Stonehill,Trenton Ruth,Jr,6-3,11,93,22,0.0,True
Stonehill,Kemar Grant,Fr,6-3,,,,0.0,False
Stonehill,Andre Langley,Fr,6-5,,,,0.0,False
Stonehill,Colin Byrne,Fr,6-3,,,,0.0,False
Stonehill,Norbu Jenpa,Fr,6-4,,,,0.0,False
Stonehill,Pearse McGuinn,So,6-8,,,,0.0,False
Stony Brook,Collin O'Connor,Jr,6-3,80,111,19,0.0,True
Stony Brook,Bryan Ndjonga,Sr,6-9,76,110,21,0.0,True
Stony Brook,Morris Ugusuk,Sr,6-4,69,104,20,0.0,True
Stony Brook,Tomas Valentiny,So,6-6,65,107,17,0.0,True
Stony Brook,Jaden Daughtry,Sr,6-7,63,106,26,0.0,True
Stony Brook,Efe Vatan,So,6-10,53,100,22,0.0,True
Stony Brook,Quin Gorman,Jr,6-8,37,114,15,0.0,True
Stony Brook,Jonah Butler,So,6-6,31,110,19,0.0,True
Stony Brook,Kenny Fields,Jr,6-0,17,98,17,0.0,True
Stony Brook,Leonardo Van Elswyk,Fr,7-1,8,90,17,0.2,True
Stony Brook,Kasen Daeger,Fr,6-3,,,,0.0,False
Stony Brook,Liam Dagostino,Fr,6-5,,,,0.0,False
Syracuse,Kiyan Anthony,So,6-5,83,103,25,93.6,True
Syracuse,Aiden Tobiason,Jr,6-5,79,113,18,0.0,True
Syracuse,Gavin Doty,Jr,6-5,72,114,19,0.0,True
Syracuse,Garwey Dual,Sr,6-5,71,110,19,92.4,True
Syracuse,Abdramane Siby,Fr,7-0,69,103,21,95.0,True
Syracuse,Luke Wilson,Jr,6-9,56,114,17,0.0,True
Syracuse,Francis Folefac,So,6-7,29,110,19,0.0,True
Syracuse,Tasman Goodrick,Sr,6-10,23,117,18,0.0,True
Syracuse,Sadiq White Jr.,So,6-9,12,109,23,94.0,True
Syracuse,Mark Morano Mahmutovič,Fr,6-7,5,104,19,72.7,True
Syracuse,Mark Morano Mahmutovic,Fr,6-7,,,,67.8,False
Syracuse,Ryan Moesch,Fr,6-0,,,,65.4,False
Syracuse,Iker Martinez,Fr,7-0,,,,0.0,False
Syracuse,Calvin Russell III,Fr,6-5,,,,0.0,False
Syracuse,Noah Lobdell,So,6-0,,,,0.0,False
TCU,Brock Harding,Sr,6-0,82,109,19,70.2,True
TCU,Micah Robinson,Jr,6-6,78,115,21,83.8,True
TCU,Xavier Edmonds,Sr,6-8,70,119,24,0.0,True
TCU,Trent Lincoln,Jr,6-3,65,106,21,0.0,True
TCU,Tanner Toolson,Sr,6-5,58,113,19,0.0,True
TCU,DJ Thomas,So,6-7,48,111,19,43.6,True
TCU,Gavin Sykes,So,6-4,37,118,18,0.0,True
TCU,Ryan Hunt,Jr,7-0,32,99,19,0.0,True
TCU,Gavin Murphy,Sr,6-0,19,107,16,0.0,True
TCU,Luke Bamgboye,Jr,6-10,12,113,17,72.8,True
TCU,Miloš Šojić,Fr,6-10,,,,0.2,False
TCU,Drew McElroy,So,6-2,,,,0.0,False
Tarleton St.,Caleb Blackwell,Sr,6-1,80,107,22,0.0,True
Tarleton St.,Isaac Harrell,Sr,6-8,76,115,18,0.0,True
Tarleton St.,Tavaj Cope,Sr,6-7,69,110,21,0.0,True
Tarleton St.,Leroy Kelly IV,So,6-2,67,105,17,60.8,True
Tarleton St.,Franck Emmou,Sr,6-5,65,111,20,0.0,True
Tarleton St.,JaVar Daniel,Sr,6-10,54,113,20,0.0,True
Tarleton St.,Kade Douglas,Sr,6-0,36,105,21,0.0,True
Tarleton St.,Jac Mani,Jr,6-9,29,102,27,0.0,True
Tarleton St.,Adrian Shackleton,Jr,6-4,16,95,19,0.0,True
Tarleton St.,Damion Porter Jr.,So,6-2,7,88,18,0.0,True
Tarleton St.,Cam Thomas,Fr,6-3,,,,0.0,False
Tarleton St.,Joseph Martinez,Jr,6-3,,,,0.0,False
Tarleton St.,Malek Archie,Fr,6-2,,,,0.0,False
Tarleton St.,Matyas Vrabel,So,6-10,,,,0.0,False
Tarleton St.,Roy Marom,So,5-8,,,,0.0,False
Temple,Gavin Griffiths,Sr,6-8,81,111,20,91.4,True
Temple,Dez White,Sr,6-2,76,113,19,0.0,True
Temple,Jordan Marsh,Sr,5-11,68,109,23,0.0,True
Temple,Cam Scott,So,6-6,65,105,21,92.6,True
Temple,Dallis Dillard,Sr,6-3,63,106,20,0.0,True
Temple,Baboucarr Njie,Jr,6-6,53,110,19,0.0,True
Temple,CJ Hines,Sr,6-2,37,115,19,0.0,True
Temple,Edwin Suarez,Sr,6-6,31,104,17,0.0,True
Temple,Jason Drake,Sr,6-0,17,104,17,0.0,True
Temple,Christian Beam,Jr,6-6,10,115,14,0.0,True
Temple,Derrick Morton-Rivera,Fr,6-3,,,,52.4,False
Temple,Olin Chamberlain Jr.,Fr,6-1,,,,0.2,False
Temple,Sir Issac Herron,Sr,6-8,,,,51.4,False
Temple,Cam Wallace,Fr,6-4,,,,61.6,False
Tennessee,Juke Harris,Jr,6-7,80,114,22,83.6,True
Tennessee,Dai Dai Ames,Sr,6-1,76,111,21,87.2,True
Tennessee,Jalen Haralson,So,6-7,68,112,23,96.2,True
Tennessee,Terrence Hill Jr.,Jr,6-3,64,116,21,0.0,True
Tennessee,Tyler Lundblade,Sr,6-5,62,118,17,0.0,True
Tennessee,DeWayne Brown II,So,6-8,52,117,19,81.0,True
Tennessee,Miles Rubin,Sr,6-10,37,116,17,63.8,True
Tennessee,Braedan Lue,Jr,6-9,31,112,17,0.0,True
Tennessee,Christian Fermin,Sr,6-10,19,113,16,78.4,True
Tennessee,Christopher Washington Jr.,Fr,6-9,11,102,19,90.0,True
Tennessee,Ralph Scott,Fr,6-8,,,,86.2,False
Tennessee,Manny Green,Fr,6-6,,,,67.2,False
Tennessee,Marquis Clark,Fr,6-1,,,,49.2,False
Tennessee,Campbell Duncan,So,6-6,,,,0.0,False
Tennessee,Ethan Burg,So,6-3,,,,0.0,False
Tennessee,Gavin Paull,So,5-11,,,,0.0,False
Tennessee,Troy Henderson,Fr,6-1,,,,48.4,False
Tennessee Martin,Davi Remagen,So,6-3,85,105,24,38.0,True
Tennessee Martin,Vladimir Khryapa,So,6-8,81,98,18,0.0,True
Tennessee Martin,Arminas Vilkas,Fr,6-9,72,95,20,72.7,True
Tennessee Martin,Giorgi Sulaberidze,Fr,6-8,67,95,20,72.7,True
Tennessee Martin,Nikas Stuknys,Fr,6-7,63,96,19,54.8,True
Tennessee Martin,Armandas Bancevičius,Fr,6-8,49,97,19,25.5,True
Tennessee Martin,Gabrielius Bubnys,Fr,6-7,30,97,19,25.5,True
Tennessee Martin,Kaan Onat,Fr,6-5,24,89,18,0.2,True
Tennessee Martin,Enrique Moya,Fr,5-11,18,89,18,0.2,True
Tennessee Martin,Sasha Savkov,Fr,6-9,11,89,18,0.0,True
Tennessee Martin,Nikola Janičić,Fr,6-6,,,,0.0,False
Tennessee St.,Arterio Morris,Sr,6-3,80,105,24,96.8,True
Tennessee St.,Aaron Bradshaw,Sr,7-1,77,114,23,99.4,True
Tennessee St.,Christian Alston,Jr,6-5,69,105,23,0.0,True
Tennessee St.,Leyton McGovern,Jr,6-4,64,94,18,0.0,True
Tennessee St.,Ajayi Simmons,Jr,6-8,61,96,17,0.0,True
Tennessee St.,Isaiah Stewart,So,6-6,51,106,18,99.6,True
Tennessee St.,Deondrea Lindsey,Fr,6-8,37,95,18,77.4,True
Tennessee St.,Kavien Jones,Jr,6-7,31,123,13,0.0,True
Tennessee St.,Damon Howard Jr,So,6-1,18,101,18,0.0,True
Tennessee St.,Maddux Bodenhamer,So,6-2,10,97,17,0.0,True
Tennessee St.,Garrett Shelton,Fr,6-0,,,,0.0,False
Tennessee St.,Daniel Vieira-Tuck,Jr,,,,,0.0,False
Tennessee St.,Jayden Jones,Fr,6-4,,,,0.0,False
Tennessee Tech,Ty Owens,Sr,6-0,81,105,18,0.0,True
Tennessee Tech,Cbo Newton,Jr,6-3,76,113,20,0.0,True
Tennessee Tech,Trent Mosquera,Sr,6-4,68,112,20,0.0,True
Tennessee Tech,Davante Hackett,Sr,6-3,65,113,21,0.0,True
Tennessee Tech,Shaun Arnold,Jr,6-5,61,106,20,0.0,True
Tennessee Tech,De'Ante Green,Sr,6-10,51,109,23,82.0,True
Tennessee Tech,Caleb Hollenbeck,Sr,6-4,37,116,17,0.0,True
Tennessee Tech,Caleb Sanders,So,6-6,31,101,21,0.0,True
Tennessee Tech,Dane Christensen,Jr,6-7,18,108,19,0.0,True
Tennessee Tech,Cohenj Gonzales,Jr,5-9,10,114,18,0.0,True
Tennessee Tech,Kamai Samuels,Fr,6-1,,,,0.0,False
Tennessee Tech,C.J. McPherson,Jr,6-3,,,,0.0,False
Tennessee Tech,Mekhi Turner,So,6-8,,,,0.0,False
Texas,Dailyn Swain,Sr,6-8,81,124,22,82.4,True
Texas,Matas Vokietaitis,Jr,7-0,76,119,24,0.0,True
Texas,Isaiah Johnson,So,6-1,68,118,19,20.2,True
Texas,David Punch,Jr,6-7,65,113,20,81.8,True
Texas,Elyjah Freeman,Jr,6-8,64,115,17,0.0,True
Texas,Mikey Lewis,Jr,6-3,53,114,20,82.6,True
Texas,Amari Evans,So,6-5,37,113,17,86.4,True
Texas,Austin Goosby,Fr,6-5,30,108,19,95.6,True
Texas,Bo Ogden,Fr,6-5,16,106,18,91.4,True
Texas,John Clark,Fr,6-9,8,105,17,87.6,True
Texas,Joe Sterling,Fr,6-4,,,,75.8,False
Texas,Mantas Laurencikas,Fr,6-4,,,,25.5,False
Texas,Lewis Obiorah,Fr,7-0,,,,0.2,False
Texas,Coleman Elkins,Fr,6-10,,,,0.0,False
Texas,Anthon McDermott,Fr,6-4,,,,0.0,False
Texas A&M,Mackenzie Mgbako,Jr,6-8,80,117,23,98.6,True
Texas A&M,PJ Haggerty,Sr,6-4,76,111,24,66.2,True
Texas A&M,Jalen Reece,So,6-0,68,112,18,84.0,True
Texas A&M,Jalen Shelley,Jr,6-8,64,114,19,88.0,True
Texas A&M,Tyshawn Archie,Sr,6-1,61,113,21,0.0,True
Texas A&M,Cade Phillips,Sr,6-9,52,115,18,71.6,True
Texas A&M,Josh Irving,Fr,6-10,37,104,19,86.6,True
Texas A&M,Lukas Walls,Sr,6-5,31,124,12,0.0,True
Texas A&M,Bryson Warren,Fr,6-3,19,97,18,78.2,True
Texas A&M,Jeremiah Green,So,6-3,11,99,17,79.6,True
Texas A&M,Chris McDermott,So,6-7,,,,0.0,False
Texas A&M,Jamie Vinson,So,6-11,,,,0.0,False
Texas A&M Corpus Chris,Cenker Evran,Sr,6-8,80,114,17,0.0,True
Texas A&M Corpus Chris,Jordan Mizell,Jr,6-1,76,107,19,0.0,True
Texas A&M Corpus Chris,Dan Mukuna,Jr,6-8,68,104,21,0.0,True
Texas A&M Corpus Chris,Sebastian Robinson,Sr,6-1,64,106,24,0.0,True
Texas A&M Corpus Chris,Daniel Michelini-Jackson,Sr,6-5,61,101,19,0.0,True
Texas A&M Corpus Chris,Binael Basil,Jr,6-7,52,111,21,0.0,True
Texas A&M Corpus Chris,Damarion Winston,Jr,6-1,38,92,19,0.0,True
Texas A&M Corpus Chris,Bryson Wheatfall,So,6-4,32,98,21,48.0,True
Texas A&M Corpus Chris,Ja'Cori Jones,Fr,5-11,18,93,18,26.8,True
Texas A&M Corpus Chris,Lamin Foon,Fr,6-11,10,86,18,0.0,True
Texas A&M Corpus Chris,Beau Billingsley,Fr,6-1,,,,0.0,False
Texas A&M Corpus Chris,Cedric Horton,Fr,6-5,,,,0.0,False
Texas A&M Corpus Chris,Jamal Ambrose,Jr,6-10,,,,0.0,False
Texas A&M Corpus Chris,Kayden Crosby,Jr,6-7,,,,0.0,False
Texas A&M Corpus Chris,Trenton Pane,Fr,5-10,,,,0.0,False
Texas Southern,Kolby Granger,Sr,6-5,82,112,20,0.0,True
Texas Southern,Bencao Vungo,Sr,6-6,78,103,22,0.0,True
Texas Southern,Xander Wedlow,Jr,6-10,70,99,23,0.0,True
Texas Southern,Jason Kimbrough Jr.,Sr,6-0,65,98,22,0.0,True
Texas Southern,Anthony Andrews,So,6-7,61,102,17,0.0,True
Texas Southern,Sayed Sayed,Jr,6-5,50,95,18,0.0,True
Texas Southern,Oumar Koureissi,Sr,6-11,35,95,18,0.0,True
Texas Southern,Josh Akpovwa,Sr,6-8,30,95,19,0.0,True
Texas Southern,Ahmed Nedal Abdelrahman,So,6-6,19,101,16,0.0,True
Texas Southern,Jordan Hamilton,Sr,6-6,10,87,18,0.0,True
Texas St.,DJ Hall,So,6-7,81,118,24,0.0,True
Texas St.,Kaden Gumbs,Sr,6-2,77,109,18,0.0,True
Texas St.,Quel'Ron House,Jr,6-0,68,110,22,0.0,True
Texas St.,Dimp Pernell,Sr,6-3,65,112,20,0.0,True
Texas St.,KJ Younger,So,6-4,63,116,19,0.0,True
Texas St.,Ronald Jessamy,Sr,6-8,53,114,20,0.0,True
Texas St.,Caleb Steger,So,6-5,37,109,19,60.4,True
Texas St.,Robert Fields,So,6-9,31,121,16,0.0,True
Texas St.,Kole Grandison,Fr,6-6,17,100,16,45.8,True
Texas St.,David Abisogun,Fr,6-9,9,94,15,0.0,True
Texas St.,"R.J. Livingston, Jr.",Fr,6-1,,,,0.0,False
Texas St.,Josiah Sanders,Fr,6-8,,,,69.4,False
Texas St.,Ky Pernell,Jr,6-3,,,,0.0,False
Texas Tech,JT Toppin,Sr,6-9,84,117,28,78.0,True
Texas Tech,Dra Gibbs-Lawhorn,Sr,6-1,79,113,19,73.6,True
Texas Tech,Cruz Davis,Sr,6-3,71,111,20,0.0,True
Texas Tech,Josiah Moseley,Jr,6-8,66,128,18,84.2,True
Texas Tech,DaKari Spear,Fr,6-5,64,105,19,94.4,True
Texas Tech,Damarion Dennis,Jr,6-1,51,116,17,0.0,True
Texas Tech,Marial Akuentok,So,6-10,32,103,17,49.0,True
Texas Tech,LaTrell Hoover,Fr,6-11,25,97,16,0.2,True
Texas Tech,Treaton Hall,Fr,6-7,18,97,16,0.0,True
The Citadel,Tyler Mrus,Sr,6-7,83,109,21,0.0,True
The Citadel,Carter Kingsbury,Sr,6-5,79,110,17,0.0,True
The Citadel,Joe Hurlburt,Sr,6-11,72,105,21,73.6,True
The Citadel,Marcus Banks,Jr,6-2,71,103,22,0.0,True
The Citadel,Eddrin Bronson,Jr,6-4,69,110,20,0.0,True
The Citadel,Chase Cormier,Sr,6-2,56,116,17,53.6,True
The Citadel,Marcos Gonzales,So,6-3,30,93,24,0.0,True
The Citadel,Ramel Bethea,Jr,6-9,24,119,18,0.0,True
The Citadel,Keynan Davis,Sr,6-5,12,106,20,0.0,True
The Citadel,Cassius Bonjasky,Sr,6-7,5,94,16,0.0,True
The Citadel,Jack Seiders,Fr,6-7,,,,0.0,False
The Citadel,Aidan Alexander,Fr,6-4,,,,0.0,False
The Citadel,Jameson Heck,Fr,5-7,,,,0.0,False
The Citadel,Logan Menefee,Fr,6-10,,,,0.0,False
The Citadel,Rowan Irelan,So,6-3,,,,0.0,False
Toledo,Sean Craig,Sr,6-7,86,119,20,0.0,True
Toledo,Austin Parks,Sr,6-10,81,116,21,63.4,True
Toledo,Rich Barron,Jr,6-5,77,109,20,0.0,True
Toledo,Sean Jones,Sr,5-10,75,106,23,69.0,True
Toledo,Jaylan Ouwinga,Jr,6-8,72,110,18,0.0,True
Toledo,Angel Montas Jr.,Sr,6-6,58,116,21,0.0,True
Toledo,Mynor Strong,Jr,6-3,23,111,16,0.0,True
Toledo,"Will James, Jr.",So,6-4,18,113,18,38.4,True
Toledo,Chris Riddle,Jr,6-5,8,100,17,51.0,True
Toledo,Rashaun Porter,Fr,6-7,3,100,17,38.2,True
Toledo,Jaylohn Allen,Fr,6-1,,,,32.0,False
Toledo,Marco Mattucci,Fr,6-4,,,,0.0,False
Toledo,Manny Johnson,Fr,6-3,,,,0.0,False
Toledo,Toby Nwokolo,Fr,6-6,,,,0.0,False
Towson,Zion Stanford,Jr,6-5,80,110,23,45.2,True
Towson,Ben Roseborough,So,6-4,76,112,21,64.2,True
Towson,Denis Badalau,So,6-9,68,105,22,0.0,True
Towson,Caleb Embeya,Jr,6-9,65,115,15,0.0,True
Towson,Jaquan Womack,So,6-6,63,104,21,0.0,True
Towson,Alex Atkinson,So,6-10,53,106,20,0.0,True
Towson,Christian Doerr,So,6-3,37,101,17,0.0,True
Towson,Chike Ndefo,Jr,6-7,31,99,17,0.0,True
Towson,Mani Sajid,Fr,6-4,17,102,17,51.4,True
Towson,Brandon Holmes,Fr,6-8,9,95,16,0.2,True
Towson,Jonathan Barton,Fr,6-2,,,,0.2,False
Towson,Devan Kirk,Fr,6-5,,,,0.0,False
Towson,Stephon Ashley-Wright,Fr,6-1,,,,0.0,False
Towson,Jaylin Williams-Crawford,Fr,6-7,,,,0.0,False
Towson,Ryan Skerry,Jr,6-4,,,,0.0,False
Troy,Robert Davis Jr.,Sr,6-6,85,110,20,0.0,True
Troy,Jacoi Hutchinson,Sr,6-3,81,112,21,61.4,True
Troy,Sam Walters,Sr,6-9,73,110,23,0.0,True
Troy,Caden Diggs,Jr,6-7,68,112,21,69.4,True
Troy,Kerrington Kiel,Jr,6-6,64,107,18,0.0,True
Troy,Braydon Whitaker,Jr,6-0,48,97,18,0.0,True
Troy,Romain Valakou,Fr,6-5,28,91,17,0.2,True
Troy,Jayme Kontuniemi,Fr,6-4,23,91,17,0.2,True
Troy,Kaleb Corbitt,Fr,6-7,18,91,17,0.0,True
Troy,Tucker Wadsworth,Fr,6-5,11,91,17,0.0,True
Troy,Haiden Harper,Fr,6-0,,,,0.0,False
Troy,"Willie Piggott, Jr.",Fr,6-3,,,,0.0,False
Troy,Emmanuel Clarton,Fr,6-5,,,,0.0,False
Troy,Evan Griffin,Fr,6-9,,,,0.0,False
Troy,Hikaru Awata,Fr,5-7,,,,0.0,False
Tulane,Tyler Ringgold,Jr,6-8,81,104,22,0.0,True
Tulane,Krystian Lewis,Jr,6-3,77,109,22,0.0,True
Tulane,TJ Nadeau,Jr,6-5,70,114,19,0.0,True
Tulane,Ryan Blount,So,6-6,68,109,20,0.0,True
Tulane,Carson Schwieger,Jr,6-8,66,117,17,0.0,True
Tulane,KJ Greene,Jr,6-3,54,105,20,79.8,True
Tulane,Jordann Dumont,Jr,6-8,35,100,20,0.0,True
Tulane,Josiah Moore,Jr,6-5,28,107,20,0.0,True
Tulane,Joah Chappelle,Jr,6-8,15,103,17,0.0,True
Tulane,Dame Salane,Fr,7-1,7,90,16,0.2,True
Tulane,Tobias Brinkley,Fr,6-7,,,,0.0,False
Tulane,Noah Mister,Fr,6-2,,,,0.0,False
Tulane,Joseph Teich,So,5-10,,,,0.0,False
Tulane,Luke Cronin,Jr,6-8,,,,0.0,False
Tulane,Robert Moore,Fr,6-6,,,,0.0,False
Tulsa,Mike Williams III,Sr,6-3,80,109,22,67.2,True
Tulsa,Kobi Williams,Sr,6-4,76,118,18,0.0,True
Tulsa,Jeremiah Johnson,Jr,6-4,68,116,20,0.0,True
Tulsa,Macon Emory,Jr,6-8,65,116,17,0.0,True
Tulsa,Myles Rigsby,Sr,6-6,63,118,19,0.0,True
Tulsa,Jaylen Lawal,So,6-3,53,115,26,43.0,True
Tulsa,Chris Loofe,Sr,6-11,37,113,18,0.0,True
Tulsa,Brent Moss,Sr,6-6,31,115,18,0.0,True
Tulsa,Derelle Desire,Jr,7-0,18,98,19,0.0,True
Tulsa,Carter Benton,So,6-4,10,116,16,0.0,True
Tulsa,Denton Forsythe,Fr,6-1,,,,36.8,False
Tulsa,Aleksa Dimitrijević,Jr,,,,,0.0,False
Tulsa,Cal Conroy,So,6-2,,,,0.0,False
Tulsa,Leon Sifferlin,Fr,6-5,,,,0.0,False
UAB,Deuce Jones II,Jr,6-2,80,111,23,64.8,True
UAB,Justyn Fernandez,Sr,6-5,76,115,20,0.0,True
UAB,KyeRon Lindsay-Martin,Sr,6-8,68,122,21,81.2,True
UAB,Paul Djobet,Jr,6-7,65,112,20,52.6,True
UAB,Jeremy Elyzee,Jr,6-6,63,118,17,0.0,True
UAB,Elijah Duval,So,6-3,53,110,24,0.0,True
UAB,Aleks Alston,So,6-10,37,114,17,80.2,True
UAB,TJ Caldwell,Sr,6-4,31,118,17,66.8,True
UAB,Salim London,So,6-4,18,110,14,62.8,True
UAB,Matt Mbole,Jr,6-11,10,107,18,0.0,True
UAB,Korie Corbett,Fr,6-4,,,,53.8,False
UAB,Jakobi Sharp,Fr,6-3,,,,0.0,False
